job_id,skill_id,relevance,posted_date,skill_name
9,225,1.0,2025-07-31 00:00:00+00:00,Product Management
9,176,1.0,2025-07-31 00:00:00+00:00,Market research
9,285,1.0,2025-07-31 00:00:00+00:00,Stakeholder management
9,295,1.0,2025-07-31 00:00:00+00:00,Team Management
9,98,1.0,2025-07-31 00:00:00+00:00,English
10,210,1.0,2025-07-24 00:00:00+00:00,Oracle
10,262,1.0,2025-07-24 00:00:00+00:00,SQL
10,213,1.0,2025-07-24 00:00:00+00:00,PL/SQL
10,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
10,98,1.0,2025-07-24 00:00:00+00:00,English
11,42,1.0,2025-07-31 00:00:00+00:00,Business Analysis
11,98,1.0,2025-07-31 00:00:00+00:00,English
11,305,1.0,2025-07-31 00:00:00+00:00,UI-UX
11,106,1.0,2025-07-31 00:00:00+00:00,Figma
11,229,1.0,2025-07-31 00:00:00+00:00,Project Management
12,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
12,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
12,262,1.0,2025-07-24 00:00:00+00:00,SQL
12,234,1.0,2025-07-24 00:00:00+00:00,Python
12,98,1.0,2025-07-24 00:00:00+00:00,English
13,6,1.0,2025-07-31 00:00:00+00:00,AI
13,98,1.0,2025-07-31 00:00:00+00:00,English
13,296,1.0,2025-07-31 00:00:00+00:00,Technical Writing
13,176,1.0,2025-07-31 00:00:00+00:00,Market research
14,262,1.0,2025-07-24 00:00:00+00:00,SQL
14,234,1.0,2025-07-24 00:00:00+00:00,Python
14,76,1.0,2025-07-24 00:00:00+00:00,Data modeling
14,73,1.0,2025-07-24 00:00:00+00:00,Data Warehousing
14,98,1.0,2025-07-24 00:00:00+00:00,English
15,98,1.0,2025-07-24 00:00:00+00:00,English
15,285,1.0,2025-07-24 00:00:00+00:00,Stakeholder management
15,165,1.0,2025-07-24 00:00:00+00:00,Leadership
15,229,1.0,2025-07-24 00:00:00+00:00,Project Management
15,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
16,262,1.0,2025-07-30 00:00:00+00:00,SQL
16,234,1.0,2025-07-30 00:00:00+00:00,Python
16,10,1.0,2025-07-30 00:00:00+00:00,AWS
16,30,1.0,2025-07-30 00:00:00+00:00,Azure
16,98,1.0,2025-07-30 00:00:00+00:00,English
17,98,1.0,2025-07-29 00:00:00+00:00,English
17,152,1.0,2025-07-29 00:00:00+00:00,Japanese IT Communication
17,225,1.0,2025-07-29 00:00:00+00:00,Product Management
17,229,1.0,2025-07-29 00:00:00+00:00,Project Management
17,269,1.0,2025-07-29 00:00:00+00:00,Scrum
18,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
18,176,1.0,2025-07-24 00:00:00+00:00,Market research
18,229,1.0,2025-07-24 00:00:00+00:00,Project Management
18,305,1.0,2025-07-24 00:00:00+00:00,UI-UX
18,98,1.0,2025-07-24 00:00:00+00:00,English
19,234,1.0,2025-07-25 00:00:00+00:00,Python
19,46,1.0,2025-07-25 00:00:00+00:00,C++
19,59,1.0,2025-07-25 00:00:00+00:00,Computer Vision
19,192,1.0,2025-07-25 00:00:00+00:00,NLP
19,174,1.0,2025-07-25 00:00:00+00:00,Machine Learning
20,118,1.0,2025-07-24 00:00:00+00:00,Generative AI
20,6,1.0,2025-07-24 00:00:00+00:00,AI
20,285,1.0,2025-07-24 00:00:00+00:00,Stakeholder management
20,98,1.0,2025-07-24 00:00:00+00:00,English
20,176,1.0,2025-07-24 00:00:00+00:00,Market research
21,42,1.0,2025-07-30 00:00:00+00:00,Business Analysis
21,69,1.0,2025-07-30 00:00:00+00:00,Data Analysis
21,229,1.0,2025-07-30 00:00:00+00:00,Project Management
21,98,1.0,2025-07-30 00:00:00+00:00,English
21,4,1.0,2025-07-30 00:00:00+00:00,A/B testing
22,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
22,262,1.0,2025-07-24 00:00:00+00:00,SQL
22,234,1.0,2025-07-24 00:00:00+00:00,Python
22,221,1.0,2025-07-24 00:00:00+00:00,Power BI
22,294,1.0,2025-07-24 00:00:00+00:00,Tableau
23,98,1.0,2025-07-31 00:00:00+00:00,English
23,69,1.0,2025-07-31 00:00:00+00:00,Data Analysis
23,74,1.0,2025-07-31 00:00:00+00:00,Data cleaning
24,45,1.0,2025-07-24 00:00:00+00:00,C#
24,46,1.0,2025-07-24 00:00:00+00:00,C++
24,234,1.0,2025-07-24 00:00:00+00:00,Python
24,167,1.0,2025-07-24 00:00:00+00:00,Linux
24,98,1.0,2025-07-24 00:00:00+00:00,English
25,48,1.0,2025-07-24 00:00:00+00:00,CRM
25,98,1.0,2025-07-24 00:00:00+00:00,English
25,154,1.0,2025-07-24 00:00:00+00:00,JavaScript
25,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
25,91,1.0,2025-07-24 00:00:00+00:00,ERP
26,98,1.0,2025-07-17 00:00:00+00:00,English
26,152,1.0,2025-07-17 00:00:00+00:00,Japanese IT Communication
26,229,1.0,2025-07-17 00:00:00+00:00,Project Management
26,285,1.0,2025-07-17 00:00:00+00:00,Stakeholder management
27,42,1.0,2025-07-10 00:00:00+00:00,Business Analysis
27,285,1.0,2025-07-10 00:00:00+00:00,Stakeholder management
27,269,1.0,2025-07-10 00:00:00+00:00,Scrum
27,157,1.0,2025-07-10 00:00:00+00:00,Jira
27,98,1.0,2025-07-10 00:00:00+00:00,English
28,229,1.0,2025-06-30 00:00:00+00:00,Project Management
28,98,1.0,2025-06-30 00:00:00+00:00,English
28,42,1.0,2025-06-30 00:00:00+00:00,Business Analysis
28,152,1.0,2025-06-30 00:00:00+00:00,Japanese IT Communication
28,235,1.0,2025-06-30 00:00:00+00:00,QA QC
29,118,1.0,2025-07-17 00:00:00+00:00,Generative AI
29,163,1.0,2025-07-17 00:00:00+00:00,LLM
29,231,1.0,2025-07-17 00:00:00+00:00,Prompt Engineering
29,234,1.0,2025-07-17 00:00:00+00:00,Python
29,10,1.0,2025-07-17 00:00:00+00:00,AWS
30,98,1.0,2025-07-17 00:00:00+00:00,English
30,69,1.0,2025-07-17 00:00:00+00:00,Data Analysis
30,176,1.0,2025-07-17 00:00:00+00:00,Market research
30,296,1.0,2025-07-17 00:00:00+00:00,Technical Writing
30,77,1.0,2025-07-17 00:00:00+00:00,Data-driven
31,274,1.0,2025-07-24 00:00:00+00:00,Sharepoint
31,30,1.0,2025-07-24 00:00:00+00:00,Azure
31,98,1.0,2025-07-24 00:00:00+00:00,English
31,138,1.0,2025-07-24 00:00:00+00:00,IT Support
31,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
32,225,1.0,2025-07-31 00:00:00+00:00,Product Management
32,176,1.0,2025-07-31 00:00:00+00:00,Market research
32,285,1.0,2025-07-31 00:00:00+00:00,Stakeholder management
32,165,1.0,2025-07-31 00:00:00+00:00,Leadership
32,98,1.0,2025-07-31 00:00:00+00:00,English
33,72,1.0,2025-07-10 00:00:00+00:00,Data Science
33,118,1.0,2025-07-10 00:00:00+00:00,Generative AI
33,163,1.0,2025-07-10 00:00:00+00:00,LLM
33,297,1.0,2025-07-10 00:00:00+00:00,TensorFlow
33,233,1.0,2025-07-10 00:00:00+00:00,PyTorch
33,98,1.0,2025-07-10 00:00:00+00:00,English
34,210,1.0,2025-07-24 00:00:00+00:00,Oracle
34,262,1.0,2025-07-24 00:00:00+00:00,SQL
34,213,1.0,2025-07-24 00:00:00+00:00,PL/SQL
34,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
34,98,1.0,2025-07-24 00:00:00+00:00,English
35,98,1.0,2025-07-26 00:00:00+00:00,English
35,296,1.0,2025-07-26 00:00:00+00:00,Technical Writing
35,69,1.0,2025-07-26 00:00:00+00:00,Data Analysis
35,188,1.0,2025-07-26 00:00:00+00:00,Mobile Apps
35,7,1.0,2025-07-26 00:00:00+00:00,API
36,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
36,262,1.0,2025-07-24 00:00:00+00:00,SQL
36,234,1.0,2025-07-24 00:00:00+00:00,Python
36,98,1.0,2025-07-24 00:00:00+00:00,English
37,6,1.0,2025-07-31 00:00:00+00:00,AI
37,98,1.0,2025-07-31 00:00:00+00:00,English
37,296,1.0,2025-07-31 00:00:00+00:00,Technical Writing
37,176,1.0,2025-07-31 00:00:00+00:00,Market research
38,262,1.0,2025-07-24 00:00:00+00:00,SQL
38,234,1.0,2025-07-24 00:00:00+00:00,Python
38,76,1.0,2025-07-24 00:00:00+00:00,Data modeling
38,73,1.0,2025-07-24 00:00:00+00:00,Data Warehousing
38,277,1.0,2025-07-24 00:00:00+00:00,Snowflake
39,309,1.0,2025-07-24 00:00:00+00:00,Unity
39,285,1.0,2025-07-24 00:00:00+00:00,Stakeholder management
39,98,1.0,2025-07-24 00:00:00+00:00,English
39,229,1.0,2025-07-24 00:00:00+00:00,Project Management
39,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
40,262,1.0,2025-07-29 00:00:00+00:00,SQL
40,234,1.0,2025-07-29 00:00:00+00:00,Python
40,10,1.0,2025-07-29 00:00:00+00:00,AWS
40,30,1.0,2025-07-29 00:00:00+00:00,Azure
40,98,1.0,2025-07-29 00:00:00+00:00,English
41,98,1.0,2025-07-29 00:00:00+00:00,English
41,225,1.0,2025-07-29 00:00:00+00:00,Product Management
41,152,1.0,2025-07-29 00:00:00+00:00,Japanese IT Communication
41,229,1.0,2025-07-29 00:00:00+00:00,Project Management
41,42,1.0,2025-07-29 00:00:00+00:00,Business Analysis
42,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
42,176,1.0,2025-07-24 00:00:00+00:00,Market research
42,305,1.0,2025-07-24 00:00:00+00:00,UI-UX
42,229,1.0,2025-07-24 00:00:00+00:00,Project Management
42,98,1.0,2025-07-24 00:00:00+00:00,English
43,118,1.0,2025-07-24 00:00:00+00:00,Generative AI
43,6,1.0,2025-07-24 00:00:00+00:00,AI
43,98,1.0,2025-07-24 00:00:00+00:00,English
43,285,1.0,2025-07-24 00:00:00+00:00,Stakeholder management
43,152,1.0,2025-07-24 00:00:00+00:00,Japanese IT Communication
44,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
44,262,1.0,2025-07-24 00:00:00+00:00,SQL
44,234,1.0,2025-07-24 00:00:00+00:00,Python
44,221,1.0,2025-07-24 00:00:00+00:00,Power BI
44,294,1.0,2025-07-24 00:00:00+00:00,Tableau
45,98,1.0,2025-07-31 00:00:00+00:00,English
45,69,1.0,2025-07-31 00:00:00+00:00,Data Analysis
45,74,1.0,2025-07-31 00:00:00+00:00,Data cleaning
46,45,1.0,2025-07-24 00:00:00+00:00,C#
46,46,1.0,2025-07-24 00:00:00+00:00,C++
46,234,1.0,2025-07-24 00:00:00+00:00,Python
46,167,1.0,2025-07-24 00:00:00+00:00,Linux
46,98,1.0,2025-07-24 00:00:00+00:00,English
47,48,1.0,2025-07-24 00:00:00+00:00,CRM
47,91,1.0,2025-07-24 00:00:00+00:00,ERP
47,154,1.0,2025-07-24 00:00:00+00:00,JavaScript
47,98,1.0,2025-07-24 00:00:00+00:00,English
47,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
48,69,1.0,2025-07-29 00:00:00+00:00,Data Analysis
48,262,1.0,2025-07-29 00:00:00+00:00,SQL
48,221,1.0,2025-07-29 00:00:00+00:00,Power BI
48,294,1.0,2025-07-29 00:00:00+00:00,Tableau
48,98,1.0,2025-07-29 00:00:00+00:00,English
49,234,1.0,2025-07-24 00:00:00+00:00,Python
49,6,1.0,2025-07-24 00:00:00+00:00,AI
49,174,1.0,2025-07-24 00:00:00+00:00,Machine Learning
49,7,1.0,2025-07-24 00:00:00+00:00,API
50,225,1.0,2025-07-17 00:00:00+00:00,Product Management
50,176,1.0,2025-07-17 00:00:00+00:00,Market research
50,69,1.0,2025-07-17 00:00:00+00:00,Data Analysis
50,98,1.0,2025-07-17 00:00:00+00:00,English
50,167,1.0,2025-07-17 00:00:00+00:00,Linux
51,225,1.0,2025-07-24 00:00:00+00:00,Product Management
51,157,1.0,2025-07-24 00:00:00+00:00,Jira
51,285,1.0,2025-07-24 00:00:00+00:00,Stakeholder management
51,98,1.0,2025-07-24 00:00:00+00:00,English
51,51,1.0,2025-07-24 00:00:00+00:00,Chinese
52,42,1.0,2025-07-31 00:00:00+00:00,Business Analysis
52,98,1.0,2025-07-31 00:00:00+00:00,English
52,305,1.0,2025-07-31 00:00:00+00:00,UI-UX
52,285,1.0,2025-07-31 00:00:00+00:00,Stakeholder management
52,229,1.0,2025-07-31 00:00:00+00:00,Project Management
53,6,1.0,2025-07-31 00:00:00+00:00,AI
53,98,1.0,2025-07-31 00:00:00+00:00,English
53,296,1.0,2025-07-31 00:00:00+00:00,Technical Writing
53,192,1.0,2025-07-31 00:00:00+00:00,NLP
54,42,1.0,2025-07-30 00:00:00+00:00,Business Analysis
54,69,1.0,2025-07-30 00:00:00+00:00,Data Analysis
54,229,1.0,2025-07-30 00:00:00+00:00,Project Management
54,285,1.0,2025-07-30 00:00:00+00:00,Stakeholder management
54,98,1.0,2025-07-30 00:00:00+00:00,English
55,70,1.0,2025-07-10 00:00:00+00:00,Data Engineer
55,234,1.0,2025-07-10 00:00:00+00:00,Python
55,262,1.0,2025-07-10 00:00:00+00:00,SQL
55,10,1.0,2025-07-10 00:00:00+00:00,AWS
55,86,1.0,2025-07-10 00:00:00+00:00,Docker
56,196,1.0,2025-07-24 00:00:00+00:00,Networking
56,167,1.0,2025-07-24 00:00:00+00:00,Linux
56,54,1.0,2025-07-24 00:00:00+00:00,Cloud
56,6,1.0,2025-07-24 00:00:00+00:00,AI
56,234,1.0,2025-07-24 00:00:00+00:00,Python
57,72,1.0,2025-07-25 00:00:00+00:00,Data Science
57,75,1.0,2025-07-25 00:00:00+00:00,Data mining
57,174,1.0,2025-07-25 00:00:00+00:00,Machine Learning
57,234,1.0,2025-07-25 00:00:00+00:00,Python
57,262,1.0,2025-07-25 00:00:00+00:00,SQL
58,51,1.0,2025-07-17 00:00:00+00:00,Chinese
58,98,1.0,2025-07-17 00:00:00+00:00,English
58,225,1.0,2025-07-17 00:00:00+00:00,Product Management
58,229,1.0,2025-07-17 00:00:00+00:00,Project Management
59,234,1.0,2025-06-30 00:00:00+00:00,Python
59,153,1.0,2025-06-30 00:00:00+00:00,Java
59,154,1.0,2025-06-30 00:00:00+00:00,JavaScript
59,45,1.0,2025-06-30 00:00:00+00:00,C#
59,46,1.0,2025-06-30 00:00:00+00:00,C++
60,69,1.0,2025-07-17 00:00:00+00:00,Data Analysis
60,262,1.0,2025-07-17 00:00:00+00:00,SQL
60,92,1.0,2025-07-17 00:00:00+00:00,ETL
60,76,1.0,2025-07-17 00:00:00+00:00,Data modeling
60,126,1.0,2025-07-17 00:00:00+00:00,Google BigQuery
61,6,1.0,2025-07-24 00:00:00+00:00,AI
61,234,1.0,2025-07-24 00:00:00+00:00,Python
61,192,1.0,2025-07-24 00:00:00+00:00,NLP
61,202,1.0,2025-07-24 00:00:00+00:00,OCR
61,30,1.0,2025-07-24 00:00:00+00:00,Azure
62,225,1.0,2025-07-17 00:00:00+00:00,Product Management
62,17,1.0,2025-07-17 00:00:00+00:00,Agile
62,269,1.0,2025-07-17 00:00:00+00:00,Scrum
62,42,1.0,2025-07-17 00:00:00+00:00,Business Analysis
62,98,1.0,2025-07-17 00:00:00+00:00,English
63,21,1.0,2025-07-24 00:00:00+00:00,AngularJS
63,267,1.0,2025-07-24 00:00:00+00:00,Sass
63,244,1.0,2025-07-24 00:00:00+00:00,ReactJS
63,1,1.0,2025-07-24 00:00:00+00:00,.NET
63,153,1.0,2025-07-24 00:00:00+00:00,Java
64,42,1.0,2025-06-30 00:00:00+00:00,Business Analysis
64,48,1.0,2025-06-30 00:00:00+00:00,CRM
64,91,1.0,2025-06-30 00:00:00+00:00,ERP
64,69,1.0,2025-06-30 00:00:00+00:00,Data Analysis
65,154,1.0,2025-07-17 00:00:00+00:00,JavaScript
65,132,1.0,2025-07-17 00:00:00+00:00,HTML
65,262,1.0,2025-07-17 00:00:00+00:00,SQL
65,78,1.0,2025-07-17 00:00:00+00:00,Database
65,7,1.0,2025-07-17 00:00:00+00:00,API
66,42,1.0,2025-07-31 00:00:00+00:00,Business Analysis
66,17,1.0,2025-07-31 00:00:00+00:00,Agile
66,98,1.0,2025-07-31 00:00:00+00:00,English
66,176,1.0,2025-07-31 00:00:00+00:00,Market research
66,114,1.0,2025-07-31 00:00:00+00:00,Functional specifications
67,305,1.0,2025-07-17 00:00:00+00:00,UI-UX
67,106,1.0,2025-07-17 00:00:00+00:00,Figma
67,16,1.0,2025-07-17 00:00:00+00:00,Adobe XD
67,14,1.0,2025-07-17 00:00:00+00:00,Adobe Illustrator
67,15,1.0,2025-07-17 00:00:00+00:00,Adobe Photoshop
68,42,1.0,2025-07-30 00:00:00+00:00,Business Analysis
68,285,1.0,2025-07-30 00:00:00+00:00,Stakeholder management
68,229,1.0,2025-07-30 00:00:00+00:00,Project Management
68,98,1.0,2025-07-30 00:00:00+00:00,English
68,139,1.0,2025-07-30 00:00:00+00:00,ITIL Foundation
69,234,1.0,2025-07-25 00:00:00+00:00,Python
69,69,1.0,2025-07-25 00:00:00+00:00,Data Analysis
69,174,1.0,2025-07-25 00:00:00+00:00,Machine Learning
69,92,1.0,2025-07-25 00:00:00+00:00,ETL
69,43,1.0,2025-07-25 00:00:00+00:00,Business Intelligence
70,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
70,176,1.0,2025-07-24 00:00:00+00:00,Market research
70,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
70,98,1.0,2025-07-24 00:00:00+00:00,English
70,151,1.0,2025-07-24 00:00:00+00:00,Japanese
71,229,1.0,2025-07-31 00:00:00+00:00,Project Management
71,285,1.0,2025-07-31 00:00:00+00:00,Stakeholder management
71,295,1.0,2025-07-31 00:00:00+00:00,Team Management
71,165,1.0,2025-07-31 00:00:00+00:00,Leadership
71,98,1.0,2025-07-31 00:00:00+00:00,English
72,118,1.0,2025-07-29 00:00:00+00:00,Generative AI
72,69,1.0,2025-07-29 00:00:00+00:00,Data Analysis
72,98,1.0,2025-07-29 00:00:00+00:00,English
72,163,1.0,2025-07-29 00:00:00+00:00,LLM
72,270,1.0,2025-07-29 00:00:00+00:00,Security
73,72,1.0,2025-07-24 00:00:00+00:00,Data Science
73,6,1.0,2025-07-24 00:00:00+00:00,AI
73,70,1.0,2025-07-24 00:00:00+00:00,Data Engineer
73,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
73,234,1.0,2025-07-24 00:00:00+00:00,Python
74,234,1.0,2025-07-31 00:00:00+00:00,Python
74,7,1.0,2025-07-31 00:00:00+00:00,API
74,78,1.0,2025-07-31 00:00:00+00:00,Database
74,197,1.0,2025-07-31 00:00:00+00:00,NextJS
74,98,1.0,2025-07-31 00:00:00+00:00,English
75,221,1.0,2025-07-31 00:00:00+00:00,Power BI
75,6,1.0,2025-07-31 00:00:00+00:00,AI
75,262,1.0,2025-07-31 00:00:00+00:00,SQL
75,76,1.0,2025-07-31 00:00:00+00:00,Data modeling
75,98,1.0,2025-07-31 00:00:00+00:00,English
76,6,1.0,2025-06-30 00:00:00+00:00,AI
76,98,1.0,2025-06-30 00:00:00+00:00,English
76,296,1.0,2025-06-30 00:00:00+00:00,Technical Writing
76,176,1.0,2025-06-30 00:00:00+00:00,Market research
77,42,1.0,2025-07-24 00:00:00+00:00,Business Analysis
77,17,1.0,2025-07-24 00:00:00+00:00,Agile
77,98,1.0,2025-07-24 00:00:00+00:00,English
77,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
78,303,1.0,2025-07-24 00:00:00+00:00,Tester
78,17,1.0,2025-07-24 00:00:00+00:00,Agile
78,320,1.0,2025-07-24 00:00:00+00:00,Waterfall Methodology
78,98,1.0,2025-07-24 00:00:00+00:00,English
78,270,1.0,2025-07-24 00:00:00+00:00,Security
79,229,1.0,2025-07-17 00:00:00+00:00,Project Management
79,98,1.0,2025-07-17 00:00:00+00:00,English
79,69,1.0,2025-07-17 00:00:00+00:00,Data Analysis
79,42,1.0,2025-07-17 00:00:00+00:00,Business Analysis
79,285,1.0,2025-07-17 00:00:00+00:00,Stakeholder management
80,157,1.0,2025-07-25 00:00:00+00:00,Jira
80,132,1.0,2025-07-25 00:00:00+00:00,HTML
80,154,1.0,2025-07-25 00:00:00+00:00,JavaScript
80,98,1.0,2025-07-25 00:00:00+00:00,English
80,69,1.0,2025-07-25 00:00:00+00:00,Data Analysis
81,234,1.0,2025-07-25 00:00:00+00:00,Python
81,46,1.0,2025-07-25 00:00:00+00:00,C++
81,6,1.0,2025-07-25 00:00:00+00:00,AI
81,174,1.0,2025-07-25 00:00:00+00:00,Machine Learning
81,192,1.0,2025-07-25 00:00:00+00:00,NLP
82,154,1.0,2025-06-30 00:00:00+00:00,JavaScript
82,234,1.0,2025-06-30 00:00:00+00:00,Python
82,153,1.0,2025-06-30 00:00:00+00:00,Java
82,45,1.0,2025-06-30 00:00:00+00:00,C#
82,46,1.0,2025-06-30 00:00:00+00:00,C++
83,69,1.0,2025-07-24 00:00:00+00:00,Data Analysis
83,262,1.0,2025-07-24 00:00:00+00:00,SQL
83,234,1.0,2025-07-24 00:00:00+00:00,Python
83,92,1.0,2025-07-24 00:00:00+00:00,ETL
83,98,1.0,2025-07-24 00:00:00+00:00,English
84,210,1.0,2025-07-30 00:00:00+00:00,Oracle
84,6,1.0,2025-07-30 00:00:00+00:00,AI
84,69,1.0,2025-07-30 00:00:00+00:00,Data Analysis
84,229,1.0,2025-07-30 00:00:00+00:00,Project Management
84,98,1.0,2025-07-30 00:00:00+00:00,English
85,225,1.0,2025-07-26 00:00:00+00:00,Product Management
85,176,1.0,2025-07-26 00:00:00+00:00,Market research
85,98,1.0,2025-07-26 00:00:00+00:00,English
85,224,1.0,2025-07-26 00:00:00+00:00,Product Design
85,285,1.0,2025-07-26 00:00:00+00:00,Stakeholder management
86,46,1.0,2025-07-24 00:00:00+00:00,C++
86,234,1.0,2025-07-24 00:00:00+00:00,Python
86,323,1.0,2025-07-24 00:00:00+00:00,Windows
86,167,1.0,2025-07-24 00:00:00+00:00,Linux
86,229,1.0,2025-07-24 00:00:00+00:00,Project Management
87,315,1.0,2025-07-17 00:00:00+00:00,VMware
87,98,1.0,2025-07-17 00:00:00+00:00,English
87,31,1.0,2025-07-17 00:00:00+00:00,BLE
87,324,1.0,2025-07-17 00:00:00+00:00,Windows Server
88,234,1.0,2025-07-24 00:00:00+00:00,Python
88,7,1.0,2025-07-24 00:00:00+00:00,API
88,189,1.0,2025-07-24 00:00:00+00:00,MongoDB
88,191,1.0,2025-07-24 00:00:00+00:00,MySQL
88,86,1.0,2025-07-24 00:00:00+00:00,Docker
89,30,1.0,2025-07-17 00:00:00+00:00,Azure
89,1,1.0,2025-07-17 00:00:00+00:00,.NET
89,222,1.0,2025-07-17 00:00:00+00:00,PowerShell
89,120,1.0,2025-07-17 00:00:00+00:00,Git
89,298,1.0,2025-07-17 00:00:00+00:00,Terraform
90,70,1.0,2025-07-26 00:00:00+00:00,Data Engineer
90,69,1.0,2025-07-26 00:00:00+00:00,Data Analysis
90,34,1.0,2025-07-26 00:00:00+00:00,Big Data
90,262,1.0,2025-07-26 00:00:00+00:00,SQL
90,234,1.0,2025-07-26 00:00:00+00:00,Python
91,98,1.0,2025-04-30 00:00:00+00:00,English
91,229,1.0,2025-04-30 00:00:00+00:00,Project Management
91,295,1.0,2025-04-30 00:00:00+00:00,Team Management
91,285,1.0,2025-04-30 00:00:00+00:00,Stakeholder management
91,152,1.0,2025-04-30 00:00:00+00:00,Japanese IT Communication
92,253,1.0,2025-07-24 00:00:00+00:00,Ruby on Rails
92,244,1.0,2025-07-24 00:00:00+00:00,ReactJS
92,120,1.0,2025-07-24 00:00:00+00:00,Git
92,132,1.0,2025-07-24 00:00:00+00:00,HTML
92,49,1.0,2025-07-24 00:00:00+00:00,CSS
93,42,1.0,2025-07-29 00:00:00+00:00,Business Analysis
93,17,1.0,2025-07-29 00:00:00+00:00,Agile
93,262,1.0,2025-07-29 00:00:00+00:00,SQL
93,98,1.0,2025-07-29 00:00:00+00:00,English
93,285,1.0,2025-07-29 00:00:00+00:00,Stakeholder management
94,69,1.0,2025-07-25 00:00:00+00:00,Data Analysis
94,262,1.0,2025-07-25 00:00:00+00:00,SQL
94,76,1.0,2025-07-25 00:00:00+00:00,Data modeling
94,221,1.0,2025-07-25 00:00:00+00:00,Power BI
94,98,1.0,2025-07-25 00:00:00+00:00,English
95,6,1.0,2025-07-31 00:00:00+00:00,AI
95,47,1.0,2025-07-31 00:00:00+00:00,CI/CD
95,29,1.0,2025-07-31 00:00:00+00:00,Automation Test
95,69,1.0,2025-07-31 00:00:00+00:00,Data Analysis
95,98,1.0,2025-07-31 00:00:00+00:00,English
96,262,1.0,2025-07-17 00:00:00+00:00,SQL
96,234,1.0,2025-07-17 00:00:00+00:00,Python
96,92,1.0,2025-07-17 00:00:00+00:00,ETL
96,10,1.0,2025-07-17 00:00:00+00:00,AWS
96,294,1.0,2025-07-17 00:00:00+00:00,Tableau
97,42,1.0,2025-07-30 00:00:00+00:00,Business Analysis
97,285,1.0,2025-07-30 00:00:00+00:00,Stakeholder management
97,229,1.0,2025-07-30 00:00:00+00:00,Project Management
97,98,1.0,2025-07-30 00:00:00+00:00,English
