JobID,Title,Company,Salary,Location,Posted_Date,Skills,Benefits,Description,Experience_Requirements,Link
c59a6a00736288648d304bd31d144b42f9b2e6262ea0832226ad64a18ed6399d,"Full-stack Developer (NodeJS, Python)","Gimasys Co., Ltd",Thu nhập thương lượng và cạnh tranh,Hanoi Capital Region,2025-07-25,"AI, Python, GCP, API, ReactJS",Not specified,"About the job MÔ TẢ CÔNG VIỆC: Thiết kế và phát triển các hệ thống web/app ứng dụng tích hợp AI theo yêu cầu . Tích hợp và phát triển các mô hình AI/ML thông qua Vertex AI để giải quyết các bài toán nghiệp vụ theo yêu cầu khách hàng. Phát triển các API backend mạnh mẽ và có khả năng mở rộng bằng cách sử dụng các ngôn ngữ lập trình như Node.js hoặc Python, và triển khai chúng trên các dịch vụ Cloud của GCP như Cloud Run, Cloud Functions hoặc App Engine. Làm việc với các hệ quản trị cơ sở dữ liệu (SQL và NoSQL) như Cloud SQL (PostgreSQL/MySQL), Firestore, MongoDB để thiết kế schema, tối ưu hóa truy vấn và quản lý dữ liệu cho các ứng dụng AI. Tham gia vào toàn bộ vòng đời phát triển phần mềm, từ phân tích yêu cầu, thiết kế kiến trúc AI-driven, phát triển, kiểm thử, triển khai đến bảo trì các giải pháp. Tham gia vào tự động hóa việc triển khai ứng dụng trên Cloud (CI/CD). Nghiên cứu và áp dụng các công nghệ AI và Cloud mới nhất để liên tục cải thiện và đổi mới sản phẩm. YÊU CẦU: Bằng cấp Đại học Công nghệ Thông tin hoặc tương đương.. Có chứng chỉ Google Cloud Professional Certified là điểm cộng. Tối thiểu 3 năm kinh nghiệm lập trình web Thành thạo Python (Flask hoặc FastAPI), biết cách tổ chức backend đơn giản Có kinh nghiệm React: đủ để xây dựng UI mới hoặc chỉnh sửa theo yêu cầu Đã từng triển khai project thực tế (demo, POC hoặc MVP) cho khách hàng Có khả năng deploy local/test/prod: dùng GCP, Firebase, Docker hoặc các nền tảng tương đương Kỹ năng debug, đọc log, xử lý lỗi kết nối, API, môi trường Ưu tiên từng làm việc ở các đội R&D, startup, hoặc sản phẩm AI/Cloud QUYỀN LỢI: Thu nhập thương lượng và cạnh tranh căn cứ theo năng lực. Các khoản hỗ trợ: ăn trưa, máy tính, điện thoại, gửi xe,... Thưởng: Thưởng Lễ, Tết, Thưởng kinh doanh, Thưởng lợi nhuận, Thưởng dự án, Thưởng KPI, Commission,...tùy theo mỗi vị trí Chế độ nâng lương: đánh giá, điều chỉnh 1 lần/ năm. Được tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của pháp luật Phúc lợi khác: Bảo hiểm sức khỏe GMS-care; Khám sức khỏe định kỳ; Du lịch; Teambuilding, ... Thời gian làm việc: Thứ 2 đến thứ 6 hàng tuần. Nghỉ phép: tối thiểu 12 ngày phép/năm, chính sách nghỉ phép tăng thêm theo level Phát triển nghề nghiệp: Cơ hội tham gia các khóa đào tạo chuyên môn được cấp chứng chỉ CNTT Quốc tế miễn phí; tiếp cận những công nghệ mới nhất; Cơ hội tham gia các dự án với các đối tác lớn và cộng tác với những chuyên gia hàng đầu; Cơ hội khẳng định năng lực bản thân và thăng tiến trong sự nghiệp. Được làm việc trong môi trường làm việc chuyên nghiệp, năng động, sáng tạo, cởi mở và tôn trọng.",Tối thiểu 3 năm,https://www.linkedin.com/jobs/view/4269651673/
e615f40e63da8c4c16c013017e07c9e6f34ed3382ccd1465411b946fcfb2e6a1,Senior Data Engineer (Hanoi),Techcombank (TCB),Not specified,"Hanoi, Hanoi, Vietnam",2025-07-16,"Python, Scala, SQL, Spark, CI/CD",Not specified,"About the job A. Job Responsibilities: Lead the team technically in improving scalability, stability and efficiency of our Data platform Design, build and deploy new libraries and frameworks for our core systems while keeping highest standards of code quality Cooperate with other engineers and Product owners to identify and build incremental products through Scrum sprint Understand the following technologies and navigate them properly: Python, Scala, Spark, SQL etc. Collaborate with the Data Architect team on regular basic to design/review data models, and application architectures Maintain software clean architecture, clean code, and high quality. Participate in code reviews, pair programming, mob programming, and coaching other members B. Job Requirements: 1. Must have: Bachelor’s or Master’s degree in Computer Science, Software Engineering, Information Technology, or a related technical field English is required Have 5+ years of experience as a Data Engineer or Software Engineer Have experience in Cloud (AWS/Azure/GCP) Extremely proficient in at least 1 programming language (Python/Scala/Java) Strong experience in systems architecture – particularly in complex, scalable, and fault-tolerant distributed systems Good at multi-threading, atomic operations, computation framework: Spark (DataFrame, SQL, ...), distributed storage, distributed computing Understand designs of resilience, fault-tolerance, high availability, and high scalability, ... Tools: CI/CD, Gitlab, ... Good at communication & team working Being open-minded, willing to learn new things 2. Nice to have: Databricks is a plus Experience in performance tuning/optimizing Big Data programs",5+ years,https://www.linkedin.com/jobs/view/4214278829/
4076c8f721071be3fedc29789d14d6a0e977fdae1c1291b8ddfff13c2b3397e7,Fullstack Engineer (Typescript/English Fluency),Sun* Vietnam,"Negotiable + competitive allowance (lunch, living allowance, beauty care, Japanese and IT certificates, etc.)",Hanoi Capital Region,2025-07-30,"ReactJS, NextJS, TypeScript, API, PostgreSql",Not specified,"About the job WHAT WE DO At Sun Asterisk, we build cutting-edge, high-performance systems to tackle complex challenges. As a developer, you will: Develop frontend and backend features using React, Next.js, and tRPC. Build responsive UI components and seamless user experiences for AI tool creation. Design and implement backend business logic and API layers with tRPC. Integrate and optimize database queries using Prisma and Kysely. Collaborate with Product and AI teams to ensure feature completeness and performance.Ensure quality via code reviews, testing (unit/integration), and observability. WHO YOU ARE #Experience Requirements Mandatory Skills 3+ years of experience as a Full Stack or Frontend/Backend Engineer. Proficiency with TypeScript and React. Experience building apps with Next.js (preferably using App Router). Solid backend experience with tRPC or similar RPC/GraphQL APIs. Familiarity with PostgreSQL and query performance optimization. Experience using Prisma, Kysely, or any modern query builders. Good communication skills, team-oriented, and comfortable in startup-paced environments. Desired Skills Familiarity with AI tools or LLM-powered platforms. Experience with Neon PostgreSQL or serverless databases. Experience with Tailwind CSS, Zod, Vercel, or PlanetScale. Understanding of Edge Functions or Serverless API patterns. #Skill requirements Excellent English communication skills Outstanding teamwork abilities Proven ability to prioritize and allocate work Sharp critical thinking and logical reasoning Effective problem-solving skills #Attitude Requirements Customer-centric mindset Adaptability to change Commitment to continuous learning and growth BENEFITS AND PERKS Professional, open-minded, and creative environment: Work with colleagues who embrace ideas to change the society Respect different perspectives within a team Strong learning culture that promotes individual development The culture of taking risks to experience and thrive Focus on individual development Be consulted, accompanied, and supported in career development with the career path system (developing in expertise or management direction) that has been studied and tested for many years. Be oriented for individual, group, and organizational goals Be empowered Be supported to define a 3-month or 6-month goal (Goal Define Support) Get access to company Learning Hub online library with various courses provided by Udemy, LinkedIn,… Special care for employees Salary: Negotiable + competitive allowance (lunch, living allowance, beauty care, Japanese and IT certificates, etc.) 13th-month salary bonus Performance review: Twice/a year Hybrid working policy; flexible check-in, check-out Comprehensive health insurance Sun* Care Seniority Allowance Women care allowance: Women’s physiological leave: 2.5 hours/month; Postpartum leave for female employees with under 1-year-old children: 1 hour/day Policies supporting learning activities, knowledge sharing, and cultural exchange (Technology Seminar – Tech Expert, Club: Reading, Japanese, Music Club, …) Annual company trip and quarterly team-building activities CONTACT: Email: chu.thi.hong.ngoc@sun-asterisk.com",3+ years,https://www.linkedin.com/jobs/view/4245316786/
55ad636cb89bd7bf5c4e82102b11335638dc522869bcc373f715edc1be515c1f,DATA ENGINEER,Viettel Software,"Thu nhập cạnh tranh, thỏa thuận theo năng lực.","Quận Cầu Giấy, Hanoi, Vietnam",2025-07-16,"Data Engineer, SQL, Python, ETL, Data Modeling",Not specified,"About the job This job is sourced from a job board. Learn More Tổng quan: Viettel Software cung cấp dịch vụ gia công phần mềm, dịch vụ nhân sự Công nghệ Thông tin chất lượng cao, cung cấp các sản phẩm CNTT theo nhu cầu khách hàng, thị trường,…thuộc tập đoàn Viettel. Tham Gia Cùng Chúng Tôi Để Cùng Thực Hiện Sứ Mệnh Tiên Phong Kiến Tạo Xã Hội Số Tại Việt Nam Và Có Cơ Hội Thử thách và phát triển cùng các dự án Công nghệ thực tiễn với quy mô lớn trong và ngoài nước Sự nghiệp thăng tiến không giới hạn Thu nhập hấp dẫn, đãi ngộ toàn diện Mô tả công việc Tham gia thiết kế và phát triển các data pipeline xử lý dữ liệu phục vụ nhu cầu phân tích, báo cáo và các hệ thống dữ liệu nội bộ của công ty và khách hàng. Phối hợp với các bộ phận liên quan(Business Analyst, DevOps, Stakeholder…) để triển khai, vận hành và tối ưu hệ thống dữ liệu trên môi trường thực tế. Chuẩn hoá chất lượng, độ tin cậy và tính bảo mật của dữ liệu. Thiết kế và triển khai các mô hình dữ liệu theo kiến trúc Dimensional Modeling. Nghiên cứu và ứng dụng các công nghệ mới trong xử lý dữ liệu như streaming, data lake house, distributed system, ... Thực hiện các công việc chuyên môn khác theo yêu cầu của quản lý. Yêu cầu Ít nhất 3 năm kinh nghiệm Data Engineer, đã thiết kế và triển khai ít nhất 1 dự án Data Warehouse từ đầu đến cuối. Thiết kế cấu trúc dữ liệu theo mô hình Dimensional Modeling (bắt buộc) Thành thạo Python & SQL trong xử lý và chuyển đổi dữ liệu. Có kinh nghiệm sử dụng các hệ thống phân tán trên hạ tầng on-prems như: Apache Spark, Hadoop, … Sử dụng thành thạo các công cụ Orchestration như: Airflow, Mage, Dragster,... Hiểu rõ và có kinh nghiệm làm việc thực tế với các hệ thống OLTP và OLAP. Có kinh nghiệm thiết kế, triển khai và bảo trì các luồng ETL. Có khả năng nắm bắt các kiến thức nghiệp vụ nhanh chóng. Có kinh nghiệm sử dụng các công cụ BI (Power BI, Tableau,...) Chế độ Chế Độ Lương, Thưởng, Thu Nhập Thu nhập cạnh tranh, thỏa thuận theo năng lực. Phúc lợi: Tối thiểu 13 tháng lương/năm; Thưởng Bonus, Hỗ trợ ăn trưa, điện thoại… upto 2M Nghỉ mát, thưởng ngày lễ và các ngày chỉ có ở Viettel như Ngày Sáng Tạo - 1/6, 22/12, quà Tết Dương, Tết Âm tri ân Gia đình, người sinh thành (PACKAGE 20-30M/năm). Nghỉ phép năm: 16 ngày/năm Đánh giá xét tăng lương 2 lần/năm Được đóng đầy đủ bảo hiểm xã hội, bảo hiểm y tế + bảo hiểm sức khỏe ABIC. Môi trường làm việc Được làm việc trong Tập đoàn toàn cầu, tiên phong thực hiện sứ mệnh kiến tạo xã hội số. Môi trường mở, trẻ trung, năng động, trân trọng, yêu thương, tương hỗ & lắng nghe mỗi người từ những ý tưởng nhỏ nhất. Không gian làm việc xanh, mở, hiện đại. Cơ hội phát triển bản thân Có cơ hội thử sức trong lĩnh vực công nghệ tiên tiến, hiện đại nhất. Được thử sức với các dự án hấp dẫn, thử thách đủ lớn trong và ngoài nước để trưởng thành. Được trao quyền sáng tạo với đam mê của tuổi trẻ. Cơ hội học hỏi từ các chuyên gia hàng đầu, lãnh đạo và đồng nghiệp ưu tú. Cơ hội được đào tạo, trau dồi kỹ năng, chuyên môn để phát triển toàn diện. Desired Skills and Experience PostgreSQL, Data Engineering, SQL, Python, Hadoop",Ít nhất 3 năm,https://www.linkedin.com/jobs/view/4265239140/
2e3f6124ff99d18c631352540e394306bb05ad3ca38490c642dbb23165fe11ab,ESL Teacher,DataAnnotation,$20+ USD per hour,"Biên Hòa, Dong Nai, Vietnam",2025-07-25,"AI, English, Vietnamese, Technical Writing, Research",Not specified,"About the job DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a bilingual professional to join our team and teach AI chatbots. You will have conversations in both Vietnamese and English with chatbots in order to measure their progress, as well as write novel conversations in order to teach them what to say. Benefits: This is a full-time or part-time REMOTE position You’ll be able to choose which projects you want to work on You can work on your own schedule Projects are paid hourly, starting at $20+ USD per hour, with bonuses for high-quality and high-volume work Responsibilities (both in Vietnamese and English): Come up with diverse conversations over a range of topics Write high-quality answers when given specific prompts Compare the performance of different AI models Research and fact-check AI responses Qualifications: Fluent in Vietnamese + English A bachelor's degree (completed or in progress) Excellent writing and grammar skills Strong research and fact-checking skills to ensure accuracy and originality Note: Payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.",Not specified,https://www.linkedin.com/jobs/view/4192137354/
fa060ea8789e4e4218a71075459aac383470d017385bcf5d8f5e71b6626aa4a2,Performance Test Engineer,NAB Innovation Centre Vietnam,Not specified,"Ho Chi Minh City, Vietnam",2025-07-16,"Performance testing, Gatling, Jmeter, SQL, Java",Not specified,"About the job Location: Ho Chi Minh (hybrid working, 2 day office/week) Main Responsibilities Analyse test results, liaise with technical teams, manage corrective actions, and assist with root cause analysis of performance issues Assess the performance of microservices to non-functional requirements and plan the approach for how they will be performance benchmarked Implement defined performance monitoring configuration, ensuring that all necessary system metrics are captured during test execution Provide consultancy to performance improvements for the new features entering production Undertake testing activities (e.g. stress, soak, load, break) as required in relation to software solutions ensuring they meet agreed non-functional specifications Coach, mentor & guidance of other team members & continuous skill uplift across the asset Lead performance engineering, end-to-end performance testing automation and Continuous Integration/Continuous Deployment (CI/CD) implementation In conjunction with Service Reliability Engineering and developers to ensure the coding & software solutions meet agreed non-functional requirements and improve, enhance test environments as necessary Have the ability to lead Agile team - collaborating with Product Owners (POs)/Business Analysts (BAs) and developers to understand/translate into Non-Functional Requirements (NFRs) Have the ability to develop or influence NFRs at early stages and modelling appropriate performance scenarios for simulation Fulfil other tasks as assigned by your People Leader and/or authorized representative of NAB Vietnam from time to time Your skills and experience Must-have skills: Performance testing/engineering experience - risk assessment, planning, scripting, execution, reporting Performance tools – Gatling, Jmeter, K6 and other tools Stubbing with tools such as WireMock Monitoring tooling – AppDynamics/New Relic/Dynatrace/Introscope, Splunk/AWS Log Insights, Cloudwatch Experience with programming – Java (springboot), Scala, Node.js, GraphQL, Python, SQL. Use of workflow management tools such as Jira, Rally Nice-to-have ISTQB – Certified Experience in the Banking or Financial Services industry Exposure to AWS and cloud-native architecture Experienced testing on a Microservice-based system (Restful API, Event/ Message driven, Logging) Familiar with CI/CD process and tools: Jenkins, Docker, AWS, Azure, … Why you'll love working here 1. Generous compensation and benefit package Attractive salary and benefits 20-day annual leave and 7-day sick leave, etc. 13th month salary and Annual Performance Bonus Premium healthcare for yourself and family members 2. Exciting career and development opportunities Large scale products with modern technologies in banking domain Clear roadmap for career advancement in both technical and leadership pathways Sponsored certificates in both IT and banking/finance Premium accounts on Udemy/A Cloud Guru/Coursera/LinkedIn, etc. English learning with native teachers 3. Professional and engaging working environment Hybrid working model and excellent work-life balance Well-equipped & modern Agile office with fully-stocked pantry Annual company trip and events A DIVERSE AND INCLUSIVE WORKPLACE WORKS BETTER FOR EVERYONE NAB is a place where colleagues of all genders, sexualities and ages, carers and colleagues with disability, and colleagues from all cultures, races and religions have the opportunity to thrive, connect and grow. If this excites you, let's have a chat over a cup of coffee!",Not specified,https://www.linkedin.com/jobs/view/4250200769/
ee4f2ca64334fa64e23b1f2b5c1dd5ec91db4f5dfd90dbbcc041617457380063,Database Administrator (Middle/Senior),Amaris Consulting,Not specified,Ho Chi Minh City Metropolitan Area,2025-07-23,"Database, PL/SQL, Linux, Unix, Oracle",Not specified,"About the job Who are we? Amaris Consulting is an independent technology consulting firm providing guidance and solutions to businesses. With more than 1,000 clients across the globe, we have been rolling out solutions in major projects for over a decade – this is made possible by an international team of 7,600 people spread across 5 continents and more than 60 countries. Our solutions focus on four different Business Lines: Information System & Digital, Telecom, Life Sciences and Engineering. We’re focused on building and nurturing a top talent community where all our team members can achieve their full potential. Amaris is your steppingstone to cross rivers of change, meet challenges and achieve all your projects with success. At Amaris, we strive to provide our candidates with the best possible recruitment experience. We like to get to know our candidates, challenge them, and be able to give them proper feedback as quickly as possible. Here's what our recruitment process looks like: Brief Call : Our process typically begins with a brief virtual/phone conversation to get to know you! The objective? Learn about you, understand your motivations, and make sure we have the right job for you! Interviews (the average number of interviews is 3 - the number may vary depending on the level of seniority required for the position). During the interviews, you will meet people from our team: your line manager of course, but also other people related to your future role. We will talk in depth about you, your experience, and skills, but also about the position and what will be expected of you. Of course, you will also get to know Amaris: our culture, our roots, our teams, and your career opportunities! Case study : Depending on the position, we may ask you to take a test. This could be a role play, a technical assessment, a problem-solving scenario, etc. As you know, every person is different and so is every role in a company. That is why we have to adapt accordingly, and the process may differ slightly at times. However, please know that we always put ourselves in the candidate's shoes to ensure they have the best possible experience. We look forward to meeting you! Job Description ABOUT THE JOB Perform daily database system administration tasks. Implement and manage backup and recovery processes for database systems. Collaborate with relevant teams for issue resolution and project coordination. Configure and monitor disaster recovery systems (DC-DR) using Oracle Data Guard. Support system failover and switchover between data centers (DC-DR). Install, configure, patch, and upgrade database systems. Troubleshoot incidents, review logs, resolve system alerts, and handle other database-related issues. Prepare regular reports on system health, performance, and capacity planning. About You Bachelor’s degree in computer science, Information Technology, or related technical fields. From 3-5 years of experience in database administration. Proficient in Oracle 10g, 11g, and 19c, including OCI. Strong understanding of Linux/Unix environments. Skilled in scripting with Shell and PL/SQL for task automation. Possess Oracle Certified Professional (OCP) certification. Strong problem-solving skills and the ability to work collaboratively. WHY AMARIS? Competitive salary and 13th-month salary 14+ annual leaves per year Premium healthcare insurance, starting from your probation period Project reviews and yearly performance appraisals Annual company trips Teambuilding activities: Team lunch/dinner, events, and celebrations, sports clubs (football, yoga, badminton, etc.) International team with flexible working time + hybrid working Tailor-made career path Technical workshops and training courses Mobility: Opportunities to be on-site abroad in our offices in over 60+ countries Equal Opportunity Amaris Consulting is proud to be an equal opportunity workplace. We are committed to promoting diversity within the workforce and creating an inclusive working environment. For this purpose, we welcome applications from all qualified candidates regardless of gender, sexual orientation, race, ethnicity, beliefs, age, marital status, disability, or other characteristics. Desired Skills and Experience Linux, Unix, Oracle Cloud, PL/SQL",3-5 years,https://www.linkedin.com/jobs/view/4267087034/
859351da99ac0ee8ed06b1803520dfc60ccc2edd49596511fe4f66ac6950c572,"[Vietnamese only] Fullstack Developer (TypeScript, Python, NextJS) remote - Vietnamese Candidate with Strong English Skills",GCT Solution,$1400 - $1600,Vietnam,2025-07-30,"typescript, python, nextjs, postgresql, terraform",Not specified,"About the job Fullstack Developer (TypeScript, Python, NextJS) remote - Vietnamese candidate with strong English skills Working hours : Mon – Fri, 8:30am – 12:00pm and 1:00pm – 05:30pm - UTC+7 (Vietnam time) I. Responsibility Develop and maintain web applications using TypeScript and Python Build and optimize user interfaces with Next.js Work with PostgreSQL for data storage and management Deploy infrastructure using Terraform Use GitHub Actions for CI/CD pipelines Host and manage services on Azure Integrate OpenAI and ComfyUI into product features Implement authentication using Supertokens Integrate payment systems with Adyen Track and analyze user behavior using Segment, MixPanel, and Snowflake Use VS Code, GitHub Copilot, and Cursor for daily development II. Requirement Minimum 4 years of experience working with: TypeScript, Python, Next.js, PostgreSQL, Terraform, Azure, related tools as listed above Strong experience in fullstack development and modern web technologies Proficient in English communication (both written and spoken) III. Benefit Salary: $1400 - $1600 Remote 100% - long term contract Support from PM and teammate",Minimum 4 years,https://www.linkedin.com/jobs/view/4273707985/
69b84a6fedb7a22760f2f94cadec102827dd1a7da507ab4626de9fa784037506,"Quản lý đối tác chiến lược, Bộ phận Ứng dụng T1 (tiếng Anh, tiếng Việt)",Google,Not specified,"Củ Chi, Ho Chi Minh City, Vietnam",2025-07-16,"English, Vietnamese, Business Development, Data Analysis, Firebase",Not specified,"About the job Chúng tôi hiện đang tuyển vị trí này cho 2 địa điểm: Việt Nam và Singapore. Tuy nhiên, xin lưu ý rằng kể từ quý 1 năm 2026, vị trí này sẽ làm việc tại Thành phố Hồ Chí Minh (Việt Nam). Ứng viên ở Singapore: Google sẽ ưu tiên những ứng viên hiện có quyền làm việc ở Singapore và không cần Google bảo lãnh thị thực. Please visit this Google Careers posting for the English-translated version of this role. Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Singapore; Ho Chi Minh, Ho Chi Minh City, Vietnam . Minimum qualifications: Bằng cử nhân hoặc kinh nghiệm thực tế tương đương. 4 năm kinh nghiệm trong lĩnh vực quảng cáo kỹ thuật số, tư vấn bán hàng, phát triển kinh doanh hoặc tiếp thị kỹ thuật số. Có kinh nghiệm làm việc với các Nhà phát triển ứng dụng, Nhà xuất bản, Nhà quảng cáo, Công ty quảng cáo hoặc khách hàng. Khả năng giao tiếp lưu loát bằng cả tiếng Anh và tiếng Việt để hỗ trợ việc quản lý quan hệ khách hàng ở khu vực này. Preferred qualifications: Có kinh nghiệm về quảng cáo trực tuyến hoặc các giải pháp giúp doanh nghiệp tạo doanh thu từ quảng cáo (ví dụ: Google Ad Manager, AdMob) và hiểu biết về lĩnh vực quảng cáo có lập trình. Sử dụng thành thạo các công cụ điều tra (ví dụ: Google Analytics, Firebase) và công cụ tự động (ví dụ: bảng tính, bảng tổng hợp, phần mềm, cơ sở dữ liệu và các công cụ khác). Có kinh nghiệm xây dựng mối quan hệ với các quản lý cấp cao. Dày dạn kinh nghiệm về quản lý quy trình kinh doanh và các ngành dọc: Ứng dụng trò chơi di động, Ứng dụng lối sống và Ứng dụng tiện ích. Có khả năng sắp xếp, phân tích và giải quyết các vấn đề kinh doanh, chú ý đến chi tiết và đạt được mục tiêu kinh doanh. About The Job Google luôn nỗ lực phát triển các dòng sản phẩm và dịch vụ của mình. Nhóm Phát triển quan hệ đối tác có trách nhiệm tìm kiếm và khám phá cơ hội mới với các đối tác của Google. Với sự nhạy bén trong kinh doanh và kiến thức sâu rộng về sản phẩm, bạn sẽ là người trực tiếp làm việc với các đối tác của chúng tôi, giúp họ tìm ra cách tăng trưởng thông qua các dịch vụ và sản phẩm mới nhất của Google. Kiến thức của bạn về những ngành dọc có liên quan và mối quan hệ với các bên chủ chốt trong ngành sẽ góp phần tạo nên các ứng dụng và nội dung tuyệt vời của chúng tôi cho các sản phẩm như YouTube, Google TV và Commerce. Ở vai trò Quản lý đối tác chiến lược, bạn sẽ thúc đẩy mối quan hệ đối tác với các nhà phát triển ứng dụng trên khắp Đông Nam Á (SEAS), đặc biệt tập trung vào Việt Nam. Bạn sẽ giúp các đối tác này phát triển mạnh hoạt động kinh doanh thông qua các giải pháp kinh doanh đầu ngành của chúng tôi, trong đó AdMob là giải pháp cốt lõi. Trọng tâm của bạn sẽ là các nhà phát triển ứng dụng di động trong môi trường không ngừng thay đổi tại Việt Nam. Nhóm Quan hệ đối tác toàn cầu chịu trách nhiệm khám phá cơ hội mới với các đối tác của Google. Đội ngũ Quan hệ đối tác toàn cầu của chúng tôi làm việc với nhiều đối tác để thúc đẩy hoạt động kinh doanh của họ bằng những sản phẩm và dịch vụ tốt nhất của Google. Nhóm Quan hệ đối tác toàn cầu hỗ trợ các nhóm Sản phẩm trong nội bộ Google qua các mối quan hệ đối tác cần thiết để nâng cao trải nghiệm người dùng của chúng tôi trên các sản phẩm quảng cáo, Tìm kiếm, Trợ lý, Maps, Du lịch, Mua sắm, Thanh toán và nhiều sản phẩm khác. Các nhóm tạo quan hệ đối tác cho mục đích hỗ trợ sản phẩm, xây dựng chiến lược đưa ra thị trường và thúc đẩy tăng trưởng kinh doanh cho nhiều sản phẩm. Responsibilities Phát triển và mở rộng các mối quan hệ đối tác kinh doanh với các nhà phát triển ứng dụng, xác định và tối đa hoá cơ hội kinh doanh trong cộng đồng người Việt. Xây dựng quy trình kinh doanh mới thông qua việc tương tác trực tiếp và các chiến lược, đặc biệt tập trung vào các ngành dọc như Ứng dụng trò chơi và Ứng dụng tiện ích. Phối hợp với các nhóm nội bộ để giải quyết các vấn đề của đối tác và đảm bảo việc chuyển giao trơn tru cho Nhóm Quản lý tài khoản. Tiến hành phân tích dựa trên dữ liệu để xác định cơ hội kinh doanh và phát triển sản phẩm, góp phần vào sự tăng trưởng của nền tảng và hoạt động kinh doanh của Google. Cung cấp các giải pháp tạo doanh thu và nền tảng kinh doanh. Xác định các cơ hội mới để giúp đối tác đạt được mục tiêu kinh doanh của họ. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",4 years,https://www.linkedin.com/jobs/view/4224659562/
94f0b6a70d232467a0e19784312a2bb6d6858f7322dc1af6935402bc15c1a197,Freelance Illustrator,TransPerfect,Not specified,Vietnam,2025-07-24,"Illustrator, Adobe Photoshop, InDesign, Motion Design, English",Not specified,"About the job Position Summary: We are seeking an Illustrator to join our team and help us execute new and innovative content creation projects within TransPerfect ContentLabs. This person will play a vital role in corporate and product marketing and must demonstrate exceptional knowledge and experience in Illustration, graphic design, and working with Adobe Creative Suite. Create complex illustration, graphics, animation and live video content for a diverse array of media, including smartphones, handheld electronic devices, the web and television, among others. Other projects can include title and post-production work, as well as multimedia campaigns, promotional products, technical illustrations and computer artwork for use in a variety of materials. Position responsibilities: Design and create graphics and illustrations for presentations, videos, motion graphics, brand, social media and more. Brainstorming and developing of concepts and ideas. Collaborate with internal teams to define design styles, approach and conceptualization. Working together with animator and illustrators, Content Managers and Scriptwriters. Painting by hand and using drawing/design applications to design original graphics. Assisting with video editing when needed. Ensuring company branding standards are met in all areas of production operations. Maintain and follow best practices for versioning control, naming convention and organization of graphic files. Preferred but not essential: Develop videos from beginning to end (illustration, design and animation). Essential skills and experience required: Knowledgeable and has great ability with Illustrator, Photoshop, InDesign, microsoft PPT, After Effects and Premiere Passion for digital media and the graphic world Creative with illustration abilities Passionate about communication through media and motion graphics design Able to work under strict deadlines Proactive and autonomous, and also enjoys and is able to work in teams An artistic background with a portfolio Having knowledge of 3D software such as Cinema 4D, Blender, etc., is preferred but not essential Native level of Vietnamese and Business level English",Not specified,https://www.linkedin.com/jobs/view/4270978882/
